open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1613347200000,48580.47,49010.92,45570.79,47911.1,79398.156784,1613433599999,3782219060.664722,2313155,38176.364661,1819251655.7814271,0
1613433600000,47911.1,50689.18,47003.62,49133.45,88813.266298,1613519999999,4349983777.692368,2199849,45608.603838,2236524604.988356,0
1613520000000,49133.45,52618.74,48947.0,52119.71,85743.637818,1613606399999,4365831514.815298,2514374,45055.446241,2294099235.2800226,0
1613606400000,52117.67,52530.0,50901.9,51552.6,60758.046954,1613692799999,3149973077.487466,1891592,28893.358623,1498231635.8439088,0
1613692800000,51552.61,56368.0,50710.2,55906.0,79659.77802,1613779199999,4251167827.6842465,2339215,40556.020246,2164871310.2239413,0
1613779200000,55906.0,57700.46,53863.93,55841.19,80948.205314,1613865599999,4551890859.8512745,2642846,38636.066274,2172833878.4409647,0
1613865600000,55841.19,58352.8,55477.59,57408.57,58166.708511,1613951999999,3317998263.3478894,1950533,29506.089085,1683107088.1573696,0
1613952000000,57412.35,57508.47,47622.0,54087.67,134019.434944,1614038399999,7213386720.436798,3313083,63677.661979,3427217154.5209727,0
1614038400000,54087.67,54183.59,44892.56,48891.0,169375.025051,1614124799999,8215839131.243385,3825196,82464.142992,4002195292.097356,0
1614124800000,48891.0,51374.99,46988.69,49676.2,91881.209252,1614211199999,4574033001.379536,2194532,45750.714831,2278566606.1383467,0
1614211200000,49676.21,52041.73,46674.34,47073.73,83310.673121,1614297599999,4152188728.141615,2305679,40610.664759,2026068517.6463618,0
1614297600000,47073.73,48424.11,44106.78,46276.87,109423.200663,1614383999999,5086374532.734615,2371766,53626.904622,2494190193.252283,0
1614384000000,46276.88,48394.0,45000.0,46106.43,66060.834292,1614470399999,3105897438.550972,1757720,31987.019647,1505012110.949598,0
1614470400000,46103.67,46638.46,43000.0,45135.66,83055.369042,1614556799999,3708359965.4545813,1838345,40688.17185,1817797446.602381,0
1614556800000,45134.11,49790.0,44950.53,49587.03,85086.111648,1614643199999,4057515794.8657284,2147223,42616.994361,2032566685.614307,0
1614643200000,49595.76,50200.0,47047.6,48440.65,64221.06214,1614729599999,3120472069.909453,1855583,31377.038077,1525145370.1435206,0
1614729600000,48436.61,52640.0,48100.71,50349.37,81035.913705,1614815999999,4109521257.5407004,2242131,40955.368399,2077586898.6782105,0
1614816000000,50349.37,51773.88,47500.0,48374.09,82649.716829,1614902399999,4079837240.856762,2291936,40269.977888,1987955554.8048146,0
1614902400000,48374.09,49448.93,46300.0,48751.71,78192.496372,1614988799999,3727133104.8373103,2054216,38318.310377,1827025012.2175493,0
1614988800000,48746.81,49200.0,47070.0,48882.2,44399.234242,1615075199999,2143910705.2915032,1476474,21500.615617,1038365872.9799548,0
1615075200000,48882.2,51450.03,48882.2,50971.75,55235.028032,1615161599999,2778875909.4491262,1758101,27885.596964,1402782879.7211535,0
1615161600000,50959.11,52402.78,49274.67,52375.17,66987.359664,1615247999999,3400847931.036074,1999401,33595.42957,1706117798.1054995,0
1615248000000,52375.18,54895.0,51789.41,54884.5,71656.737076,1615334399999,3861450964.6549034,2194398,35011.541086,1886844773.68463,0
1615334400000,54874.67,57387.69,53005.0,55851.59,84749.238943,1615420799999,4700197563.359213,2647284,42651.887405,2366856292.8667717,0
1615420800000,55851.59,58150.0,54272.82,57773.16,81914.812859,1615507199999,4612366201.00222,2509970,40603.449668,2288704819.0951066,0
1615507200000,57773.15,58081.51,54962.84,57221.72,73405.406047,1615593599999,4162054726.378839,2489931,35802.941462,2030616300.4734313,0
1615593600000,57221.72,61844.0,56078.23,61188.39,83245.091346,1615679999999,4933383453.245978,2559002,44387.231918,2631390814.772793,0
1615680000000,61188.38,61724.79,58966.78,58968.31,52601.05275,1615766399999,3176397573.8846426,1829769,25325.26705,1530051005.3980403,0
1615766400000,58976.08,60633.43,54600.0,55605.2,102771.427298,1615852799999,5874241052.093372,2683815,49825.438347,2848907086.6343694,0
1615852800000,55605.2,56938.29,53271.34,56900.75,77986.694355,1615939199999,4304259207.6451,2241208,37825.501493,2088111362.5512383,0
1615939200000,56900.74,58974.73,54123.69,58912.97,70421.620841,1616025599999,3960992972.154292,2204296,34778.745775,1957825522.6803286,0
1616025600000,58912.97,60129.97,57023.0,57648.16,66580.406675,1616111999999,3900885761.212806,2040947,32287.379911,1892327691.3666964,0
1616112000000,57641.0,59468.0,56270.74,58030.01,52392.652961,1616198399999,3052711147.934925,1885830,25552.511223,1489274083.2643423,0
1616198400000,58030.01,59880.0,57820.17,58102.28,44476.941776,1616284799999,2616535093.051585,1724131,22212.446723,1307023993.1234434,0
1616284800000,58100.02,58589.1,55450.11,57351.56,48564.470274,1616371199999,2774223129.62381,1773546,23648.941676,1350989191.2768385,0
1616371200000,57351.56,58430.73,53650.0,54083.25,62581.626169,1616457599999,3527479514.325653,1927345,30749.059028,1733579080.5690005,0
1616457600000,54083.25,55830.9,53000.0,54340.89,59789.365427,1616543999999,3264650774.8174615,1740349,29563.40974,1614722150.8192565,0
1616544000000,54342.8,57200.0,51700.0,52303.65,83537.465021,1616630399999,4583159614.046461,2401988,39323.130067,2161386678.806821,0
1616630400000,52303.66,53287.0,50427.56,51293.78,87400.534538,1616716799999,4536327184.95786,2099425,42947.397733,2229351569.587026,0
1616716800000,51293.78,55073.46,51214.6,55025.59,63813.774692,1616803199999,3397036140.7516375,1773150,31822.545238,1694326043.3371158,0
1616803200000,55025.59,56700.36,53950.0,55817.14,50105.475055,1616889599999,2767070175.861931,1528776,24739.948471,1365965317.2505236,0
1616889600000,55817.14,56559.75,54691.84,55777.63,39050.387511,1616975999999,2178777329.4452167,1551283,19262.725935,1074959545.959009,0
1616976000000,55777.65,58405.82,54800.01,57635.47,67857.937398,1617062399999,3877131109.734646,1983437,34373.804556,1963800173.6560595,0
1617062400000,57635.46,59368.0,57071.35,58746.57,55122.443122,1617148799999,3221944107.4550304,1612744,27541.52668,1610812657.9299018,0
1617148800000,58746.57,59800.0,56769.0,58740.55,60975.542666,1617235199999,3575976083.804576,1928224,31074.813187,1823822792.91045,0
1617235200000,58739.46,59490.0,57935.45,58720.44,47415.61722,1617321599999,2789238879.9433737,1594431,22966.256736,1351151697.892222,0
1617321600000,58720.45,60200.0,58428.57,58950.01,47382.418781,1617407999999,2811159761.2684674,1666356,23695.695154,1406393729.8307693,0
1617408000000,58950.01,59791.72,56880.0,57051.94,47409.852113,1617494399999,2783151686.164537,1606805,23057.967017,1353960264.6219625,0
1617494400000,57051.95,58492.85,56388.0,58202.01,41314.081973,1617580799999,2380139010.7302327,1499113,20609.134161,1187123542.5798833,0
1617580800000,58202.01,59272.0,56777.77,59129.99,54258.01579,1617667199999,3155214764.1644855,2035877,27269.49269,1586344787.554169,0
1617667200000,59129.99,59495.24,57413.02,57991.15,54201.000727,1617753599999,3166911557.1481576,1960513,26699.197872,1560539125.7780592,0
1617753600000,57990.03,58655.0,55473.0,55953.45,71228.405659,1617839999999,4053294016.4845147,2206433,34737.582155,1977438033.9286299,0
1617840000000,55953.44,58153.31,55700.0,58077.52,44283.147019,1617926399999,2531779682.552427,1661080,22161.69051,1267126859.4438906,0
1617926400000,58077.52,58894.9,57654.0,58142.54,40831.884911,1618012799999,2378340697.289584,1615962,20354.234456,1185679367.9100363,0
1618012800000,58142.55,61500.0,57900.01,59769.13,69906.424117,1618099199999,4197138552.4690337,2470398,36018.637566,2162858397.75344,0
1618099200000,59769.13,60699.0,59232.52,60002.43,41156.715391,1618185599999,2462032926.6179814,1746102,20798.058779,1244349091.4434774,0
1618185600000,59998.8,61300.0,59350.59,59860.0,56375.037117,1618271999999,3393042867.8714666,1806298,27645.201153,1664588823.4110289,0
1618272000000,59860.01,63777.77,59805.15,63575.0,82848.688746,1618358399999,5154877375.389618,2703735,41662.533028,2592724448.3698506,0
1618358400000,63575.01,64854.0,61301.0,62959.53,82616.343993,1618444799999,5239081228.156977,2645625,40070.377527,2542171083.4126883,0
1618444800000,62959.53,63800.0,62020.0,63159.98,51649.70034,1618531199999,3248931738.293182,1938028,25628.168379,1612303095.2882545,0
1618531200000,63158.74,63520.61,60000.0,61334.8,91764.139884,1618617599999,5647292669.615494,2639940,43570.023147,2680750914.504573,0
1618617600000,61334.81,62506.05,59580.91,60006.66,58912.256128,1618703999999,3605701810.675047,2268816,28386.274106,1737722135.3795059,0
1618704000000,60006.67,60499.0,50931.3,56150.01,124882.131824,1618790399999,6949379727.429154,3444089,59404.616809,3303953081.096218,0
1618790400000,56150.01,57526.81,54221.58,55633.14,78229.042267,1618876799999,4398619580.647143,2390527,38362.384979,2156617047.238732,0
1618876800000,55633.14,57076.24,53329.96,56425.0,72744.482151,1618963199999,4037701391.6195264,2148820,35519.589727,1971916967.5849755,0
1618963200000,56425.0,56757.91,53536.02,53787.63,66984.756909,1619049599999,3704549578.6973033,2134946,32188.929493,1780065583.272094,0
1619049600000,53787.62,55521.48,50500.0,51690.96,104656.631337,1619135999999,5594983857.318092,2744621,50550.77147,2703745286.3887057,0
1619136000000,51690.95,52131.85,47500.0,51125.14,132230.780719,1619222399999,6571097317.467918,2888237,63769.621253,3170392794.0548844,0
1619222400000,51110.56,51166.22,48657.14,50047.84,55361.512573,1619308799999,2762081002.878663,1164985,26782.233007,1336607709.8567977,0
1619308800000,50047.84,50567.91,46930.0,49066.77,58255.645004,1619395199999,2867858315.1873198,1475479,27767.331394,1367920871.5281665,0
1619395200000,49066.76,54356.62,48753.44,54001.39,86310.802124,1619481599999,4555688503.3973875,2174544,43183.936749,2277375506.8553133,0
1619481600000,54001.38,55460.0,53222.0,55011.97,54064.034675,1619567999999,2949719328.3669896,1568666,25631.074629,1398731801.1763363,0
1619568000000,55011.97,56428.0,53813.16,54846.22,55130.459015,1619654399999,3020242787.5066776,1830042,26762.033422,1466278915.015322,0
1619654400000,54846.23,55195.84,52330.94,53555.0,52486.019455,1619740799999,2823220335.4760413,1763676,25339.743902,1362821167.9325395,0
1619740800000,53555.0,57963.0,53013.01,57694.27,68578.910045,1619827199999,3808187372.7393794,2267648,35634.129087,1978866536.224178,0
1619827200000,57697.25,58458.07,56956.14,57800.37,42600.351836,1619913599999,2460342954.8425207,1743013,20574.810226,1188354972.0137234,0
1619913600000,57797.35,57911.02,56035.25,56578.21,36812.878863,1619999999999,2089763230.439627,1371638,18172.891836,1031569632.4391578,0
1620000000000,56578.21,58981.44,56435.0,57169.39,57649.931286,1620086399999,3337604542.627381,2102128,28536.055533,1652286174.1582646,0
1620086400000,57169.39,57200.0,53046.69,53200.01,85324.625903,1620172799999,4705402064.300975,2492629,41029.688246,2262794503.8147497,0
1620172800000,53205.05,58069.82,52900.0,57436.11,77263.923439,1620259199999,4327994296.151437,2378119,38729.475016,2170539511.7772765,0
1620259200000,57436.11,58360.0,55200.0,56393.68,70181.671908,1620345599999,3992289527.7370973,2459881,34248.899643,1949210281.6920164,0
1620345600000,56393.68,58650.0,55241.63,57314.75,74542.747829,1620431999999,4239374487.4747725,2361692,36877.602566,2097609397.229757,0
1620432000000,57315.49,59500.0,56900.0,58862.05,69709.906028,1620518399999,4079553831.9880643,2311378,34329.699156,2009442622.5889053,0
1620518400000,58866.53,59300.0,56235.66,58240.84,69806.11991,1620604799999,4043552701.5065985,2170139,34301.050457,1987959541.940182,0
1620604800000,58240.83,59500.0,53400.0,55816.14,89586.34925,1620691199999,5131782639.966137,2575419,43057.977029,2468201497.9675717,0
1620691200000,55816.14,56862.43,54370.0,56670.02,64329.54055,1620777599999,3583030654.763019,1911480,30880.828339,1720075588.2236335,0
1620777600000,56670.02,58000.01,48600.0,49631.32,99842.789836,1620863999999,5476115093.110468,2676826,48299.826001,2654897646.092577,0
1620864000000,49537.15,51367.19,46000.0,49670.97,147332.002121,1620950399999,7303694688.601401,3570506,71742.003359,3558735468.0045953,0
1620950400000,49671.92,51483.0,48799.75,49841.45,80082.204306,1621036799999,4015904915.407911,2095860,37184.128863,1864162620.5027146,0
1621036800000,49844.16,50700.0,46555.0,46762.99,89437.449359,1621123199999,4350775846.517358,2286791,42257.918463,2056302844.861021,0
1621123200000,46762.99,49795.89,43825.39,46431.5,114269.812775,1621209599999,5367497608.115901,2661295,53797.590877,2528671396.1080194,0
1621209600000,46426.83,46686.0,42001.0,43538.04,166657.172736,1621295999999,7346755531.933858,3216821,80610.146581,3555755756.3229218,0
1621296000000,43538.02,45799.29,42250.02,42849.78,116979.860784,1621382399999,5146670282.547902,2561165,55703.00041,2450848779.21598,0
1621382400000,42849.78,43584.9,30000.0,36690.09,354347.243161,1621468799999,13477694934.871798,6331062,168271.347308,6410032516.523526,0
1621468800000,36671.23,42451.67,34850.0,40526.64,203017.596923,1621555199999,8019897067.17622,4269898,100167.126413,3959645913.2324944,0
1621555200000,40525.39,42200.0,33488.0,37252.01,202100.888258,1621641599999,7713346610.274129,3993336,94002.431409,3591749386.78765,0
1621641600000,37263.35,38829.0,35200.62,37449.73,126542.243689,1621727999999,4730567647.674401,2716691,63310.452012,2367081500.530058,0
1621728000000,37458.51,38270.64,31111.01,34655.25,217136.046593,1621814399999,7431242463.203842,4082004,104637.659409,3584259319.7463818,0
1621814400000,34681.44,39920.0,34031.0,38796.29,161630.893971,1621900799999,5996773032.151345,3510578,81584.825314,3031032098.518881,0
1621900800000,38810.99,39791.77,36419.62,38324.72,111996.228404,1621987199999,4253519579.378729,2508310,54153.536814,2057463609.950911,0
1621987200000,38324.72,40841.0,37800.44,39241.91,104780.773396,1622073599999,4113717505.2635546,2432319,50485.076994,1983423341.5599248,0
1622073600000,39241.92,40411.14,37134.27,38529.98,86547.158794,1622159999999,3361413526.0535436,2102182,42256.012801,1641681553.5291371,0
1622160000000,38529.99,38877.83,34684.0,35663.49,135377.62972,1622246399999,4926260941.933614,2659178,64327.281853,2341060689.073459,0
1622246400000,35661.79,37338.58,33632.76,34605.15,112663.092689,1622332799999,3949843335.322595,2169643,54284.199652,1904345668.7790062,0
1622332800000,34605.15,36488.0,33379.0,35641.27,73535.386967,1622419199999,2601994948.148242,1559892,37406.813903,1324617922.554574,0
1622419200000,35641.26,37499.0,34153.84,37253.81,94160.735289,1622505599999,3406047734.8311286,1896359,46337.932504,1677796724.0573616,0
1622505600000,37253.82,37894.81,35666.0,36693.09,81234.66377,1622591999999,2973928300.375587,1760417,40291.834851,1475008291.2336473,0
1622592000000,36694.85,38225.0,35920.0,37568.68,67587.372495,1622678399999,2523462575.6884375,1530915,34328.496287,1281854474.9120827,0
1622678400000,37568.68,39476.0,37170.0,39246.79,75889.106011,1622764799999,2930945325.709207,1949658,38664.297849,1493504667.613802,0
1622764800000,39246.78,39289.07,35555.15,36829.0,91317.799245,1622851199999,3379399754.9305224,1926311,43105.97173,1595098152.9668267,0
1622851200000,36829.15,37925.0,34800.0,35513.2,70459.62149,1622937599999,2560547116.8364058,1463754,34397.77436,1249708171.2723916,0
1622937600000,35516.07,36480.0,35222.0,35796.31,47650.206637,1623023999999,1711857075.0471697,993430,23661.260636,850204250.7625557,0
1623024000000,35796.31,36900.0,33300.0,33552.79,77574.952573,1623110399999,2755673601.713914,1532260,36431.560586,1295757611.708646,0
1623110400000,33556.96,34068.01,31000.0,33380.81,123251.189037,1623196799999,4030784324.609684,2074885,60095.990201,1966354847.5691981,0
1623196800000,33380.8,37534.79,32396.82,37388.05,136607.597517,1623283199999,4794741674.438823,2601479,68790.289265,2415789675.0859303,0
1623283200000,37388.05,38491.0,35782.0,36675.72,109527.284943,1623369599999,4062957162.3643,2231430,53639.424022,1990486079.2177145,0
1623369600000,36677.83,37680.4,35936.77,37331.98,78466.0053,1623455999999,2903043643.310072,1727645,39406.719224,1458619433.2768435,0
1623456000000,37331.98,37463.63,34600.36,35546.11,87717.54999,1623542399999,3132387326.5375137,1719650,42571.205313,1520432734.299909,0
1623542400000,35546.12,39380.0,34757.0,39020.57,86921.025555,1623628799999,3208991521.63768,1894103,45675.273616,1688611358.4117024,0
1623628800000,39020.56,41064.05,38730.0,40516.29,108522.391949,1623715199999,4320307646.765389,2185089,53645.908744,2135285912.6205053,0
1623715200000,40516.28,41330.0,39506.4,40144.04,80679.622838,1623801599999,3247746713.62741,1931890,39428.829726,1587381565.815413,0
1623801600000,40143.8,40527.14,38116.01,38349.01,87771.976937,1623887999999,3450556041.6005836,2134897,42137.242251,1657135674.8230214,0
1623888000000,38349.0,39559.88,37365.0,38092.97,79541.307119,1623974399999,3065622530.039886,1620210,37936.812673,1462729677.1158257,0
1623974400000,38092.97,38202.84,35129.29,35819.84,95228.042935,1624060799999,3507868126.3062024,1809253,44824.436567,1651613641.3868167,0
1624060800000,35820.48,36457.0,34803.52,35483.72,68712.449461,1624147199999,2453817534.777169,1212278,33788.293345,1207082481.7647178,0
1624147200000,35483.72,36137.72,33336.0,35600.16,89878.17085,1624233599999,3124634336.8407607,1691871,44194.067387,1537385055.4929118,0
1624233600000,35600.17,35750.0,31251.23,31608.93,168778.873159,1624319999999,5545926077.788067,2688993,81297.469751,2671033140.1889787,0
1624320000000,31614.12,33298.78,28805.0,32509.56,204208.179762,1624406399999,6406159197.076789,3113977,99149.182266,3115465362.9670815,0
1624406400000,32509.56,34881.0,31683.0,33678.07,126966.100563,1624492799999,4282250433.919445,2026228,63340.033137,2136458765.586804,0
1624492800000,33675.07,35298.0,32286.57,34663.09,86625.80426,1624579199999,2925373222.105977,1531230,43994.708298,1486960778.326773,0
1624579200000,34663.08,35500.0,31275.0,31584.45,116061.130356,1624665599999,3846120542.6572967,2094932,55656.156252,1846078278.3047829,0
1624665600000,31576.09,32730.0,30151.0,32283.65,107820.375287,1624751999999,3376415451.793124,1814051,52978.159256,1659918820.240478,0
1624752000000,32283.65,34749.0,31973.45,34700.34,96613.244211,1624838399999,3199980157.7503333,1799875,48772.52918,1616348030.4826243,0
1624838400000,34702.49,35297.71,33862.72,34494.89,82222.267819,1624924799999,2837122779.5244017,1868627,40552.29218,1399861431.1646347,0
1624924800000,34494.89,36600.0,34225.43,35911.73,90788.79622,1625011199999,3233947791.8633885,1673802,45376.587629,1616093004.8521647,0
1625011200000,35911.72,36100.0,34017.55,35045.0,77152.197634,1625097599999,2688939291.095673,1301036,37035.769674,1290873346.2241623,0
1625097600000,35045.0,35057.57,32711.0,33504.69,71708.266112,1625183999999,2410809595.390457,1240681,34986.055016,1176002216.565681,0
1625184000000,33502.33,33977.04,32699.0,33786.55,56172.181378,1625270399999,1870193042.393537,1176457,27271.658005,908203511.3411496,0
1625270400000,33786.54,34945.61,33316.73,34669.13,43044.578641,1625356799999,1478423023.503483,1078278,21331.875045,732586226.4725718,0
1625356800000,34669.12,35967.85,34357.15,35286.51,43703.475789,1625443199999,1544458212.3926332,1164970,21180.335069,748187394.2395809,0
1625443200000,35288.13,35293.78,33125.55,33690.14,64123.874245,1625529599999,2183406257.4938293,1109367,31489.855372,1071967415.425311,0
1625529600000,33690.15,35118.88,33532.0,34220.01,58210.596349,1625615999999,1991691100.9482658,1184687,27801.954493,951269024.0379497,0
1625616000000,34220.02,35059.09,33777.77,33862.12,53807.521675,1625702399999,1857658028.480804,1041416,27294.923927,941984587.9756222,0
1625702400000,33862.11,33929.64,32077.0,32875.71,70136.48032,1625788799999,2304973020.298715,1257892,35104.655225,1152928339.821843,0
1625788800000,32875.71,34100.0,32261.07,33815.81,47153.939899,1625875199999,1562958239.3913763,1236351,23660.068601,784288611.1325287,0
1625875200000,33815.81,34262.0,33004.78,33502.87,34761.175468,1625961599999,1171790111.0829954,865508,17012.759197,573638406.5470238,0
1625961600000,33502.87,34666.0,33306.47,34258.99,31572.647448,1626047999999,1070033013.1920449,952891,16434.537508,557336788.6966077,0
1626048000000,34259.0,34678.43,32658.34,33086.63,48181.403762,1626134399999,1620646741.3349633,1176847,22602.907306,759877911.0350466,0
1626134400000,33086.94,33340.0,32202.25,32729.77,41126.361008,1626220799999,1348583017.010343,956053,19588.278507,642576716.6041436,0
1626220800000,32729.12,33114.03,31550.0,32820.02,46777.823484,1626307199999,1515692074.9875476,1123129,22516.485719,730009068.0708964,0
1626307200000,32820.03,33185.25,31133.0,31880.0,51639.576353,1626393599999,1652077965.43656,1099367,24866.405787,795831015.696149,0
1626393600000,31874.49,32249.18,31020.0,31383.87,48499.864154,1626479999999,1538342711.5796566,1067591,23963.744568,760274744.5520707,0
1626480000000,31383.86,31955.92,31164.31,31520.07,34012.242132,1626566399999,1072815966.3363075,883442,16649.051308,525240023.82137984,0
1626566400000,31520.07,32435.0,31108.97,31778.56,35923.716186,1626652799999,1140964365.6466014,760979,17554.182653,557709781.1191803,0
1626652800000,31778.57,31899.0,30407.44,30839.65,47340.468499,1626739199999,1470563281.936503,846029,22709.510045,705480091.1446748,0
1626739200000,30839.65,31063.07,29278.0,29790.35,61034.049017,1626825599999,1821230700.020391,1062139,28424.82505,847855259.1399382,0
1626825600000,29790.34,32858.0,29482.61,32144.51,82796.265128,1626911999999,2603140706.0822244,1415058,42584.672219,1338356405.5419319,0
1626912000000,32144.51,32591.35,31708.0,32287.83,46148.092433,1626998399999,1482763544.9505365,1000742,23274.512805,747848528.8767201,0
1626998400000,32287.58,33650.0,31924.32,33634.09,50112.863626,1627084799999,1631947003.0730467,1394786,25018.977079,815391041.1933738,0
1627084800000,33634.1,34500.0,33401.14,34258.14,47977.550138,1627171199999,1625046258.4365523,1196914,23937.617814,810983258.0424594,0
1627171200000,34261.51,35398.0,33851.12,35381.02,47852.928313,1627257599999,1646935552.8055446,1245775,24632.1493,848320775.42419,0
