open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1516147200000,10899.99,11680.99,9037.94,10988.79,72331.796646,1516233599999,744154180.1312059,517293,35412.798137,365047291.4303791,0
1516233600000,10972.59,11878.82,10435.33,10961.97,48464.434937,1516319999999,541289614.0584046,393112,23814.382845,266091805.66522688,0
1516320000000,10960.0,11795.0,10360.0,11474.98,34129.375421,1516406399999,382773499.2265792,273271,16871.416355,189259676.89222243,0
1516406400000,11474.98,13099.0,11412.45,12799.94,28768.857827,1516492799999,358561107.78097045,251647,14389.196005,179183657.90470728,0
1516492800000,12799.8,12799.8,10965.0,11530.0,41379.773426,1516579199999,485289230.8188924,360207,20574.760061,241154449.98183498,0
1516579200000,11530.0,11926.35,9900.24,10760.05,43752.606791,1516665599999,475716514.208697,363264,21300.575828,231677479.12562197,0
1516665600000,10760.05,11399.0,9905.0,10799.18,37473.922552,1516751999999,399419413.2329807,355286,18747.793828,199899519.27329972,0
1516752000000,10799.14,11570.48,10500.0,11349.99,27158.587762,1516838399999,299470607.4302002,293429,13087.393088,144335221.62540218,0
1516838400000,11349.96,11794.05,10950.21,11175.27,20839.954183,1516924799999,236081364.9736523,221040,10201.386919,115584688.24733494,0
1516924800000,11184.7,11643.0,10311.15,11089.0,33056.87196,1517011199999,360482470.1737543,314720,15330.789553,167328952.39330244,0
1517011200000,11089.0,11650.0,10842.69,11491.0,18860.768345,1517097599999,212663199.53348225,207478,9208.937963,103935891.79616304,0
1517097600000,11499.98,12244.0,11408.0,11879.95,16887.339524,1517183999999,200211582.94345406,206247,7342.786997,87011013.8320475,0
1517184000000,11879.95,11975.02,11139.55,11251.0,14170.377538,1517270399999,162110154.87880376,169199,6016.496871,68819972.52308752,0
1517270400000,11250.11,11308.42,9900.0,10237.51,25554.372946,1517356799999,268978329.50861526,259212,11388.096419,119864289.07103088,0
1517356800000,10230.0,10425.85,9700.0,10285.1,18015.956805,1517443199999,181644207.1131626,201422,8782.584442,88609272.64228792,0
1517443200000,10285.1,10335.0,8750.99,9224.52,33564.764311,1517529599999,317636345.9843711,316020,15430.003849,146130725.8704748,0
1517529600000,9224.52,9250.0,8010.02,8873.03,49971.626975,1517615999999,434236483.7044874,453411,23113.503584,201292749.51509914,0
1517616000000,8873.03,9473.01,8229.0,9199.96,28725.000735,1517702399999,256834729.0599109,327519,14182.838146,127068644.49604894,0
1517702400000,9199.96,9368.0,7930.0,8184.81,32014.308449,1517788799999,274912288.421322,356134,13805.29579,118884553.20936234,0
1517788800000,8179.99,8382.8,6625.0,6939.99,63403.182579,1517875199999,471166218.7134473,533510,29857.35839,222022401.01692358,0
1517875200000,6939.63,7878.0,6000.01,7652.14,100201.500307,1517961599999,684364276.3666689,785996,49565.020794,339117633.4088549,0
1517961600000,7655.02,8476.0,7150.01,7599.0,60778.460497,1518047999999,477935038.81177694,514893,30084.836266,237137973.45313892,0
1518048000000,7599.0,7844.0,7572.09,7784.02,1521.537318,1518049694788,11770168.04386595,12417,844.258813,6532638.63751892,0
1518134400000,7789.9,8738.0,7789.9,8683.92,20482.910825,1518220799999,173348469.81187892,273091,10404.040792,88117562.12096503,0
1518220800000,8683.93,9065.78,8120.0,8533.98,49381.512653,1518307199999,423411421.93098,537578,24506.723294,210253734.38065454,0
1518307200000,8533.99,8549.0,7726.53,8063.88,45025.187952,1518393599999,366966437.24988854,524626,23180.34192,188849914.34995836,0
1518393600000,8063.82,8989.0,8053.0,8903.0,41987.85049,1518479999999,362440826.9943769,477660,20916.949742,180528457.55458465,0
1518480000000,8903.0,8950.0,8351.0,8539.9,35454.972956,1518566399999,305165143.6969234,401893,16558.45568,142530987.43930227,0
1518566400000,8535.17,9489.6,8533.0,9449.99,40811.952867,1518652799999,370126692.72823304,514897,20508.463444,185896385.02591053,0
1518652800000,9449.98,10219.5,9301.5,10000.09,52427.596715,1518739199999,512388484.73178285,608349,25805.098892,252255267.8835685,0
1518739200000,10000.89,10323.37,9666.0,10159.98,38161.205974,1518825599999,381103299.2238848,405310,18313.004466,182947133.88868243,0
1518825600000,10156.07,11075.07,10050.0,11039.55,41882.108407,1518911999999,446012696.16926724,413585,21147.624789,225229265.72563553,0
1518912000000,11039.55,11274.0,10080.0,10383.43,61137.380728,1518998399999,649423311.3100227,537534,29593.863774,314511909.4893312,0
1518998400000,10375.01,11250.0,10270.33,11153.0,40831.417131,1519084799999,443766562.68306607,366882,20619.877129,224193685.43795273,0
1519084800000,11147.11,11786.01,11100.59,11200.99,48153.354288,1519171199999,551573232.2429588,432197,24211.49181,277480902.0141192,0
1519171200000,11195.07,11304.03,10200.0,10437.6,68113.818754,1519257599999,731537130.4921861,542340,32338.074002,347436564.666544,0
1519257600000,10439.02,10933.44,9679.0,9811.04,67060.166483,1519343999999,682006373.869588,506273,33029.297624,336067441.6325065,0
1519344000000,9815.55,10435.0,9570.19,10131.04,57202.70237,1519430399999,571800753.4709765,467480,28031.011368,280171693.07297117,0
1519430400000,10131.04,10496.97,9352.0,9694.51,40888.156299,1519516799999,405618586.64803785,337918,18646.870961,185164883.4517175,0
1519516800000,9694.51,9847.0,9274.8,9590.0,28373.517586,1519603199999,271286599.1260862,233567,13956.661533,133525539.44882146,0
1519603200000,9590.0,10444.32,9350.0,10324.0,34878.292756,1519689599999,347559259.73845184,285276,17045.768706,169936003.38761607,0
1519689600000,10321.0,10870.0,10121.0,10569.04,30705.385123,1519775999999,324295371.1414657,240542,15187.083738,160450471.4557678,0
1519776000000,10584.33,11098.0,10300.0,10326.76,30800.983782,1519862399999,327914696.13067526,277886,14412.84633,153537202.10196504,0
1519862400000,10325.64,11060.41,10240.0,10920.0,25092.55393,1519948799999,268172535.3811293,230428,12785.4045,136788817.23158327,0
1519948800000,10923.36,11200.0,10770.0,11039.0,23910.71009,1520035199999,262936307.00785756,211691,11893.333632,130864918.8230748,0
1520035200000,11038.99,11544.0,11015.01,11464.48,21287.15328,1520121599999,241749497.90247172,190444,10842.682784,123142920.22314858,0
1520121600000,11464.47,11565.0,11050.02,11515.0,17295.918653,1520207999999,194849579.12502074,168359,8197.401595,92437014.46393473,0
1520208000000,11515.0,11710.0,11415.01,11454.0,15144.231063,1520294399999,174866951.39806527,164318,7668.823714,88588986.3365785,0
1520294400000,11455.0,11455.0,10555.48,10716.48,29515.572363,1520380799999,323842216.64859617,250306,13482.297196,147874120.62232068,0
1520380800000,10716.48,10899.0,9389.31,9910.0,50647.67108,1520467199999,514808033.4879209,396721,24022.451231,244164771.36009568,0
1520467200000,9910.0,10099.0,9060.0,9271.64,41109.473226,1520553599999,394641280.63843673,336514,20257.455838,194608716.93503922,0
1520553600000,9267.07,9410.0,8329.0,9227.0,64112.291407,1520639999999,567082901.1319405,462712,31166.414848,275735446.01075995,0
1520640000000,9230.0,9490.0,8667.07,8770.22,37180.012857,1520726399999,341210248.41481787,288066,17639.827276,161991786.13432977,0
1520726400000,8770.22,9740.0,8450.0,9533.57,44325.973386,1520812799999,403491260.9275316,333367,21150.206944,192897625.61146572,0
1520812800000,9533.57,9888.88,8780.0,9131.34,42230.77793,1520899199999,395562731.8650373,336642,19369.697756,181454623.85622355,0
1520899200000,9131.34,9474.0,8823.0,9150.0,40191.409358,1520985599999,367353984.7132836,342734,19856.457047,181534440.7752947,0
1520985600000,9151.92,9333.78,7900.28,8170.0,49708.094108,1521071999999,426058009.75594646,399127,22883.329725,196344166.24842268,0
1521072000000,8184.01,8430.0,7650.0,8240.98,52291.022277,1521158399999,422130717.47310126,400529,26414.160251,213358245.6744019,0
1521158400000,8240.98,8611.64,7900.0,8260.0,38815.409893,1521244799999,322355002.1651949,255807,20049.433993,166563494.40168038,0
1521244800000,8260.0,8348.62,7721.99,7824.8,33110.206329,1521331199999,265973111.61762854,292041,15677.257361,125987772.43325073,0
1521331200000,7824.01,8317.4,7322.0,8189.99,59488.231711,1521417599999,458311733.5188204,423336,28216.510794,217530802.6198248,0
1521417600000,8189.0,8705.23,8088.4,8600.0,55297.084942,1521503999999,462654338.98212785,360414,27263.324764,228208487.54690212,0
1521504000000,8595.01,9050.0,8280.0,8909.98,44865.105835,1521590399999,387879393.47061425,298261,22849.035238,197422831.30082303,0
1521590400000,8909.96,9177.01,8750.6,8885.0,39972.405371,1521676799999,358157473.3612324,293696,19047.486799,170758402.39723507,0
1521676800000,8884.82,9100.0,8465.1,8722.9,40617.556809,1521763199999,354804129.3433086,276449,19567.563618,171050710.21250018,0
1521763200000,8720.0,8909.0,8269.0,8898.03,39991.007666,1521849599999,340755592.544531,278571,20106.789387,171487640.92907605,0
1521849600000,8898.04,8999.95,8491.0,8546.86,35466.609572,1521935999999,313254829.9051367,270300,17302.10809,152967779.86486968,0
1521936000000,8531.25,8669.85,8365.77,8470.15,29001.769316,1522022399999,247023172.30795503,215660,14379.264362,122528263.982816,0
1522022400000,8470.14,8514.89,7831.0,8134.23,44033.59566,1522108799999,358429758.87319523,310462,20957.25692,170723432.32235476,0
1522108800000,8134.22,8215.94,7730.0,7795.51,37427.64805,1522195199999,297609656.44043654,266540,18462.382105,146860645.03540614,0
1522195200000,7795.51,8109.0,7728.0,7949.3,26401.33167,1522281599999,209186093.18317956,183620,13685.417143,108484584.61222105,0
1522281600000,7949.3,7975.0,6941.11,7090.14,54620.915125,1522367999999,405591158.6323181,359537,24584.811548,182402558.21113956,0
1522368000000,7090.16,7292.43,6600.1,6840.23,65306.031976,1522454399999,450352009.170998,400057,31944.390579,220453635.6071132,0
1522454400000,6840.24,7223.36,6777.0,6923.91,36868.539087,1522540799999,258341534.47236216,240293,19086.033607,133763988.34700295,0
1522540800000,6922.0,7049.98,6430.0,6813.01,44071.430463,1522627199999,297470498.81956285,260942,21899.30066,147951173.82212943,0
1522627200000,6813.01,7125.0,6765.0,7056.0,32123.560072,1522713599999,224322159.41331607,206780,16365.683591,114292405.85810466,0
1522713600000,7063.97,7520.0,7011.01,7405.21,37787.331811,1522799999999,277080072.76171273,248143,19218.850485,140892233.113676,0
1522800000000,7405.21,7427.52,6707.0,6796.1,42227.183804,1522886399999,297443582.7461225,277249,20299.402203,142890978.60995668,0
1522886400000,6796.1,6902.0,6566.69,6770.76,39029.73146,1522972799999,263446941.1321242,238476,18991.102712,128270766.86646058,0
1522972800000,6770.0,6850.0,6500.0,6601.39,27455.01192,1523059199999,182139799.80865908,162456,13778.063462,91424043.79892384,0
1523059200000,6601.39,7070.0,6586.28,6895.8,32269.578267,1523145599999,222323863.54144785,178577,16460.736226,113334533.85269153,0
1523145600000,6895.81,7109.13,6880.0,7018.0,21427.673165,1523231999999,149967346.66268998,152461,11211.615946,78468498.47255658,0
1523232000000,7011.04,7185.0,6611.0,6782.72,34078.297206,1523318399999,234309953.75033435,212669,17046.428596,117289580.04655164,0
1523318400000,6781.55,6890.0,6656.0,6843.9,22326.728095,1523404799999,151417844.2663968,147755,11456.447936,77704393.55925176,0
1523404800000,6839.56,6990.0,6787.0,6953.79,23997.871177,1523491199999,165264003.41270605,155607,12530.65891,86309556.51736282,0
1523491200000,6953.78,8012.23,6743.2,7923.0,64861.595987,1523577599999,485176252.4893357,404588,33198.867785,248243486.4673706,0
1523577600000,7922.99,8233.39,7732.0,7877.41,55044.523148,1523663999999,439884522.7119489,351905,27485.083044,219615109.06229925,0
1523664000000,7877.48,8186.0,7810.0,7999.01,31621.286357,1523750399999,252868761.3206163,194500,16283.466045,130249061.31563611,0
1523750400000,8004.0,8429.54,7999.02,8355.0,27946.720444,1523836799999,230287099.5843022,181778,14619.464101,120469031.17164706,0
1523836800000,8355.07,8419.0,7867.0,8064.92,36664.069715,1523923199999,295817536.47495276,226748,17912.938455,144490340.31244087,0
1523923200000,8064.92,8173.7,7825.4,7885.02,32152.603567,1524009599999,258221765.57371348,221228,15662.79502,125845498.64315926,0
1524009600000,7890.96,8236.43,7868.0,8173.0,26969.04457,1524095999999,217649160.11017892,183472,14559.152289,117565317.94569089,0
1524096000000,8173.99,8296.0,8080.0,8278.0,27113.847464,1524182399999,222675105.7884542,196821,13747.595928,112939221.70278835,0
1524182400000,8273.84,8930.0,8177.09,8856.98,39795.337485,1524268799999,337288580.42571294,289687,21087.903673,178802594.3551453,0
1524268800000,8852.12,9035.0,8565.0,8915.31,40872.229909,1524355199999,358915978.1040339,295374,21145.842391,185753264.88447422,0
1524355200000,8915.31,9020.67,8727.68,8787.02,29458.25348,1524441599999,261804372.9093471,229871,14937.899116,132830238.35538778,0
1524441600000,8785.7,8985.0,8745.0,8934.01,25838.114709,1524527999999,229754640.59668776,190944,13246.605059,117823053.82786416,0
1524528000000,8934.0,9731.01,8922.0,9619.99,46268.790106,1524614399999,431210048.0625035,326608,24784.71044,231061865.2931042,0
1524614400000,9618.96,9759.82,8730.0,8869.99,81110.037589,1524700799999,745137762.968867,477363,38824.013806,356851505.69270617,0
1524700800000,8869.99,9307.48,8651.62,9266.0,43300.304245,1524787199999,385046648.13786614,285850,22640.669137,201458888.2401515,0
1524787200000,9267.03,9395.0,8889.0,8915.35,37241.347036,1524873599999,342805674.55176014,268471,18517.604275,170503662.7235787,0
1524873600000,8915.35,9427.48,8870.0,9348.0,34759.62842,1524959999999,321653866.2001887,257288,18251.631451,169069669.9073968,0
1524960000000,9348.0,9570.51,9163.74,9419.0,38149.850035,1525046399999,357004895.9636863,311494,19364.945182,181366653.81958613,0
1525046400000,9417.04,9458.64,9124.99,9246.01,35002.033875,1525132799999,325019389.2499412,285951,17461.189029,162179073.43816054,0
1525132800000,9246.01,9248.99,8800.49,9071.48,41018.463633,1525219199999,368688349.62168455,268741,20050.167844,180200005.01267993,0
1525219200000,9071.48,9268.0,8970.2,9247.84,26123.543961,1525305599999,238421833.7581133,188258,13960.455528,127439644.78329857,0
1525305600000,9247.81,9844.0,9168.4,9750.0,38768.388288,1525391999999,366028365.22714454,282581,21093.140343,199234352.40239447,0
1525392000000,9750.0,9830.04,9520.85,9713.99,28681.588879,1525478399999,277565997.63316435,210165,14779.499554,143070410.02237806,0
1525478400000,9714.0,10020.0,9682.0,9864.0,24990.018345,1525564799999,246807563.50646493,212076,13011.844293,128527642.99648473,0
1525564800000,9863.99,9970.0,9417.03,9659.01,27690.351559,1525651199999,267359420.30359015,229309,13297.506959,128427770.52523223,0
1525651200000,9661.02,9689.67,9181.0,9365.0,33787.640012,1525737599999,316015961.44182944,230754,15818.0488,147985335.4458844,0
1525737600000,9365.0,9475.7,9060.54,9187.56,25533.831889,1525823999999,236418155.6869351,189159,13086.547467,121220083.42296955,0
1525824000000,9178.0,9390.0,8965.0,9310.0,25673.524899,1525910399999,235736782.28825977,192337,13597.268159,124869560.73820229,0
1525910400000,9310.0,9395.12,8970.0,9002.2,25055.063718,1525996799999,231595002.59561664,221075,12548.13816,116002381.57104652,0
1525996800000,9002.21,9016.8,8341.0,8400.0,48227.048061,1526083199999,418859806.4816156,365538,22767.458667,197915875.74598894,0
1526083200000,8405.94,8646.88,8153.0,8465.94,40241.32081,1526169599999,337899865.8601307,310305,19545.974195,164142437.4195177,0
1526169600000,8475.44,8763.36,8298.0,8679.71,25632.869362,1526255999999,219455683.0803555,215590,12797.047912,109577063.5715992,0
1526256000000,8679.71,8879.99,8277.0,8663.34,37389.666533,1526342399999,320583612.23009104,292731,18408.055641,157869523.76782727,0
1526342400000,8663.37,8859.99,8401.3,8462.0,28126.956136,1526428799999,242341031.06166917,360379,13977.497647,120464422.62431279,0
1526428800000,8462.0,8488.0,8083.01,8330.0,31130.718908,1526515199999,257056552.43007562,300842,15627.101368,129113378.77513841,0
1526515200000,8330.0,8464.0,7979.0,8041.46,25439.844799,1526601599999,209489039.34104192,310780,12489.264499,103022237.7732931,0
1526601600000,8038.82,8273.21,7911.9,8239.81,23476.158251,1526687999999,189870380.85778695,183913,12352.9627,99971085.72894707,0
1526688000000,8238.01,8390.8,8095.73,8233.49,17193.424276,1526774399999,141878775.40909582,134185,8731.948551,72082928.16544355,0
1526774400000,8233.49,8609.0,8163.9,8526.98,19957.057109,1526860799999,167440553.7493928,161265,10632.450955,89177519.97189689,0
1526860800000,8526.97,8595.31,8305.0,8381.24,21516.596486,1526947199999,181750674.82134953,184158,10738.686399,90716245.79029092,0
1526947200000,8386.89,8400.18,7935.11,7977.11,23710.902858,1527033599999,194335432.43754092,192154,11801.527076,96803604.56147255,0
1527033600000,7977.12,8031.9,7425.0,7501.95,42910.666774,1527119999999,331238049.6407461,306812,20890.889274,161412820.79758897,0
1527120000000,7501.95,7730.73,7266.99,7575.01,37845.446595,1527206399999,284286378.50810045,253694,19012.981252,142901418.78045785,0
1527206400000,7578.99,7649.55,7308.15,7457.0,26739.95664,1527292799999,199749585.9695036,239025,13830.870235,103360633.04654914,0
1527292800000,7456.99,7620.0,7300.0,7333.96,19464.086071,1527379199999,145636226.4590289,212344,10377.955643,77725757.25385071,0
1527379200000,7334.0,7400.0,7231.11,7338.99,18706.945515,1527465599999,136710618.49801704,198341,10258.276953,74990830.63101184,0
1527465600000,7338.99,7437.0,7058.02,7099.0,27219.438963,1527551999999,196788994.2658081,233392,14409.48781,104233730.17813647,0
1527552000000,7099.0,7540.0,7032.95,7461.29,39407.21183,1527638399999,288070643.9128678,237359,21855.93031,159656478.1426219,0
1527638400000,7467.98,7569.0,7260.5,7375.96,32041.583623,1527724799999,237956894.04949042,242079,17205.948916,127816792.77222247,0
1527724800000,7382.07,7699.0,7327.51,7485.01,30776.063102,1527811199999,231017579.8341327,274399,17009.013231,127645145.71489055,0
1527811200000,7485.01,7608.55,7355.54,7521.01,28259.124078,1527897599999,211458512.1230823,303069,15701.205431,117516855.67846663,0
1527897600000,7521.01,7697.33,7437.0,7640.03,26720.690219,1527983999999,203370447.6906526,290131,15540.051124,118295998.95554544,0
1527984000000,7636.81,7786.69,7600.0,7714.26,27505.158951,1528070399999,211737376.85348508,349636,15760.910668,121340420.79636246,0
1528070400000,7714.26,7760.52,7446.5,7487.0,32258.835115,1528156799999,244167051.18701583,307003,17730.335818,134226423.79685757,0
1528156800000,7487.0,7679.49,7358.0,7625.0,31722.973384,1528243199999,237722147.65258065,236865,17315.688399,129807510.9227184,0
1528243200000,7626.64,7699.0,7467.05,7658.84,27229.991898,1528329599999,207006657.7801965,257573,15071.587869,114621117.15696232,0
1528329600000,7658.79,7765.0,7620.0,7691.08,25062.227202,1528415999999,192949056.84199956,244186,14415.555201,110989280.27224815,0
1528416000000,7691.08,7703.5,7531.0,7603.44,23396.804671,1528502399999,178204158.39968467,321734,13038.958337,99303699.20240831,0
1528502400000,7603.44,7683.98,7450.0,7491.73,19339.885176,1528588799999,147171153.412775,278971,10653.462123,81075317.67777646,0
1528588800000,7491.73,7491.73,6622.81,6764.99,52342.020032,1528675199999,367338754.56308055,471088,25976.246666,182618941.75990874,0
1528675200000,6765.0,6922.0,6610.0,6872.0,34552.162303,1528761599999,233056682.85777125,203442,18716.667057,126255580.92727299,0
1528761600000,6872.0,6890.51,6435.0,6530.0,36722.211191,1528847999999,245787800.8012235,224658,19299.735508,129341137.97553147,0
1528848000000,6530.0,6627.6,6118.68,6292.78,46185.5181,1528934399999,295395681.6623412,266517,25367.243359,162375277.43848026,0
1528934400000,6292.78,6720.0,6260.0,6635.98,44478.130837,1529020799999,289074808.7841299,256384,23838.218565,154927680.45566282,0
1529020800000,6638.67,6666.66,6362.31,6388.9,30018.329905,1529107199999,196192096.14553952,184938,16192.452447,105856682.82114992,0
1529107200000,6380.01,6560.0,6320.86,6483.98,22277.241147,1529193599999,143760033.69408152,140470,12750.635784,82290350.53863607,0
1529193600000,6482.5,6589.03,6422.0,6449.61,19847.247688,1529279999999,129120718.76299886,129759,11208.656933,72949865.16298054,0
1529280000000,6444.06,6794.38,6380.0,6712.46,31821.434995,1529366399999,208570443.9599789,180773,17674.592693,115843959.76406443,0
1529366400000,6711.39,6841.74,6653.0,6741.21,24311.421143,1529452799999,163420093.794135,160490,12849.740659,86385611.9854134,0
1529452800000,6740.0,6817.23,6551.81,6761.51,26359.752452,1529539199999,175935335.65057912,166074,13647.933531,91142872.89139906,0
1529539200000,6763.21,6795.0,6672.57,6718.84,25428.854048,1529625599999,171149859.23602843,159783,15152.496274,101995867.72331426,0
1529625600000,6717.69,6733.97,5918.94,6045.0,52157.370833,1529711999999,327460666.91451645,300515,25336.720438,158994318.27114403,0
1529712000000,6045.92,6260.0,6008.48,6149.98,26622.788589,1529798399999,162755765.84514263,170164,15110.741399,92413061.16412096,0
1529798400000,6149.98,6259.8,5750.0,6136.97,47445.998955,1529884799999,284095336.0578902,275996,25966.417247,155558130.88157263,0
1529884800000,6137.95,6350.0,6061.97,6252.0,39164.515306,1529971199999,242859915.8036461,218384,21986.057384,136305269.99012783,0
1529971200000,6252.0,6272.54,6035.0,6070.78,19377.240484,1530057599999,119676555.56449406,113431,9824.659592,60710073.42453224,0
1530057600000,6065.89,6190.43,5971.0,6133.73,19225.671098,1530143999999,117103011.80356833,99481,10381.014136,63236432.02491027,0
1530144000000,6134.73,6173.01,5827.0,5853.98,30585.266026,1530230399999,185247010.87925187,156241,16422.378159,99598694.73730522,0
1530230400000,5851.01,6300.0,5780.0,6197.92,33911.287278,1530316799999,201409363.91549844,212542,18727.192128,111291346.32526273,0
1530316800000,6197.92,6528.99,6186.03,6390.07,37919.61284,1530403199999,241568568.0310778,230915,20036.025726,127666717.38353093,0
1530403200000,6391.08,6441.06,6251.0,6356.81,27562.965974,1530489599999,175096501.49486908,183060,15580.033848,98972791.71265253,0
1530489600000,6360.82,6685.0,6271.62,6615.29,36230.452264,1530575999999,235524330.64865336,242589,18966.910907,123205676.19274497,0
1530576000000,6615.29,6679.35,6463.01,6513.86,38657.781691,1530662399999,254550438.13768882,232914,20503.625399,135047837.81678846,0
1530662400000,6511.01,6784.92,6441.11,6586.98,23571.892777,1530748799999,156277884.33011597,146203,12244.070908,81263604.85511883,0
1530748800000,6585.53,6712.0,6453.33,6529.2,35071.972898,1530835199999,230809190.30740514,216533,19214.780702,126481460.00873661,0
1530835200000,6529.2,6648.54,6425.0,6609.78,29397.094748,1530921599999,192230903.67599213,193854,16292.945157,106560209.09449029,0
1530921600000,6609.79,6818.16,6508.88,6756.98,23973.876886,1531007999999,158034155.17779142,145449,12894.823579,85004234.47737303,0
1531008000000,6753.48,6780.0,6667.44,6712.1,24622.947794,1531094399999,165941351.79836008,145349,13146.632642,88613261.77225646,0
1531094400000,6712.1,6802.06,6612.24,6662.12,26732.40655,1531180799999,179250573.66648534,147315,14384.135477,96490394.6402318,0
1531180800000,6662.78,6681.0,6263.0,6296.91,38560.672702,1531267199999,249099760.1897497,189913,19261.135859,124490444.6988554,0
1531267200000,6296.91,6406.0,6278.99,6378.07,28715.498487,1531353599999,182357469.0280709,151869,15667.909412,99524638.10405177,0
1531353600000,6378.07,6380.28,6070.0,6250.57,31306.663348,1531439999999,194325733.7875043,150985,16067.766611,99754110.04002684,0
1531440000000,6251.4,6350.0,6110.0,6214.57,26375.325286,1531526399999,164467999.80925834,144757,13191.157016,82276362.81213073,0
1531526400000,6214.57,6335.0,6178.0,6251.99,17783.071999,1531612799999,110959488.24719918,108052,9833.313029,61362055.0050005,0
1531612800000,6250.9,6395.0,6225.4,6353.01,22979.211508,1531699199999,145409822.7448766,114997,13590.240175,85970280.535022,0
1531699200000,6354.15,6747.3,6330.4,6723.35,36204.87708,1531785599999,237104112.4504954,201733,20149.634808,131922164.85268562,0
1531785600000,6723.33,7468.99,6652.04,7317.44,52105.423459,1531871999999,364669305.0369064,276178,28049.11657,195977152.69184417,0
1531872000000,7317.44,7588.08,7225.38,7381.9,59487.64345,1531958399999,440669913.2083524,327949,31196.382316,231133137.36801252,0
1531958400000,7381.88,7576.28,7270.0,7466.21,41218.256437,1532044799999,305198281.1394862,235597,22682.956421,167927663.73101327,0
1532044800000,7468.86,7700.0,7273.0,7337.53,46140.313447,1532131199999,342862693.0959096,251391,24006.584622,178428687.4942052,0
1532131200000,7337.47,7458.47,7211.0,7398.78,28886.490291,1532217599999,212126417.2287315,164901,16427.382562,120688066.37566295,0
1532217600000,7399.25,7582.4,7335.5,7394.79,30270.21844,1532303999999,225619234.83744207,144711,17086.758292,127390550.71923563,0
1532304000000,7394.78,7833.0,7375.0,7721.01,41646.346671,1532390399999,320156546.58240986,219776,22756.449926,174955411.03556776,0
1532390400000,7721.65,8486.0,7696.0,8397.24,60121.163749,1532476799999,487117211.6818982,326329,32980.508325,266991169.60952124,0
1532476800000,8397.24,8491.77,8050.0,8175.64,48257.649124,1532563199999,398119757.8038501,277935,25447.806526,209867505.7687837,0
1532563200000,8175.63,8315.69,7850.06,7920.0,43223.481682,1532649599999,352101207.6799552,235681,22366.994995,182431837.49948886,0
1532649600000,7920.0,8285.0,7805.0,8188.57,43671.005891,1532735999999,350881696.75270694,227397,23168.935319,186142745.18866938,0
1532736000000,8188.57,8246.54,8067.0,8225.04,26215.173839,1532822399999,214357817.0314018,144170,13976.708689,114326656.22009628,0
1532822400000,8225.04,8294.51,8115.0,8211.0,25531.226185,1532908799999,209564023.05224952,144331,14226.697109,116797668.8754396,0
1532908800000,8210.99,8273.0,7866.0,8173.92,39692.416542,1532995199999,321599782.180698,206911,20676.100069,167753771.91739196,0
1532995200000,8171.4,8180.0,7633.0,7730.93,48296.915587,1533081599999,379841367.20240223,239132,24273.184891,190885799.45286343,0
1533081600000,7735.67,7750.0,7430.0,7604.58,42582.312932,1533167999999,322252070.44348675,208008,22159.785618,167734477.27458394,0
